"category"	"over_represented_pvalue"	"under_represented_pvalue"	"numDEInCat"	"numInCat"	"term"	"ontology"
"GO:0008759"	0.860184505862039	0.433918808993231	1	15	"UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity"	"MF"
"GO:0018748"	0.860184505862039	0.433918808993231	1	15	"iprodione amidohydrolase activity"	"MF"
"GO:0018749"	0.860184505862039	0.433918808993231	1	15	"(3,5-dichlorophenylurea)acetate amidohydrolase activity"	"MF"
"GO:0034571"	0.860184505862039	0.433918808993231	1	15	"4'-(2-hydroxyisopropyl)phenylurea amidohydrolase activity"	"MF"
"GO:0034573"	0.860184505862039	0.433918808993231	1	15	"didemethylisoproturon amidohydrolase activity"	"MF"
"GO:0034576"	0.860184505862039	0.433918808993231	1	15	"N-isopropylacetanilide amidohydrolase activity"	"MF"
"GO:0034781"	0.860184505862039	0.433918808993231	1	15	"N-cyclohexylformamide amidohydrolase activity"	"MF"
"GO:0034876"	0.860184505862039	0.433918808993231	1	15	"isonicotinic acid hydrazide hydrolase activity"	"MF"
"GO:0034882"	0.860184505862039	0.433918808993231	1	15	"cis-aconitamide amidase activity"	"MF"
"GO:0034885"	0.860184505862039	0.433918808993231	1	15	"gamma-N-formylaminovinylacetate hydrolase activity"	"MF"
"GO:0043747"	0.860184505862039	0.433918808993231	1	15	"N2-acetyl-L-lysine deacetylase activity"	"MF"
"GO:0043748"	0.860184505862039	0.433918808993231	1	15	"O-succinylbenzoate synthase activity"	"MF"
"GO:0043864"	0.860184505862039	0.433918808993231	1	15	"indoleacetamide hydrolase activity"	"MF"
"GO:0043909"	0.860184505862039	0.433918808993231	1	15	"N-acetylcitrulline deacetylase activity"	"MF"
"GO:0047419"	0.860184505862039	0.433918808993231	1	15	"N-acetylgalactosamine-6-phosphate deacetylase activity"	"MF"
"GO:0052773"	0.860184505862039	0.433918808993231	1	15	"diacetylchitobiose deacetylase activity"	"MF"
"GO:0052790"	0.860184505862039	0.433918808993231	1	15	"chitooligosaccharide deacetylase activity"	"MF"
"GO:0009247"	0.861702422333496	0.274458618295747	4	48	"glycolipid biosynthetic process"	"BP"
"GO:1900077"	0.862023325670095	0.2978860924335	3	36	"negative regulation of cellular response to insulin stimulus"	"BP"
"GO:0045978"	0.862103184153573	0.430140057320319	1	15	"negative regulation of nucleoside metabolic process"	"BP"
"GO:1903579"	0.862103184153573	0.430140057320319	1	15	"negative regulation of ATP metabolic process"	"BP"
"GO:0032266"	0.862407563554221	0.33731229524252	2	26	"phosphatidylinositol-3-phosphate binding"	"MF"
"GO:0015662"	0.863791951598389	0.334352681764977	2	27	"ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism"	"MF"
"GO:0021549"	0.863841269707939	0.255824345355948	5	56	"cerebellum development"	"BP"
"GO:0035794"	0.864444949817742	0.333199506934674	2	27	"positive regulation of mitochondrial membrane permeability"	"BP"
"GO:0071407"	0.864532289612847	0.184770663773138	26	242	"cellular response to organic cyclic compound"	"BP"
"GO:0050871"	0.86538923864151	0.253333313746447	5	57	"positive regulation of B cell activation"	"BP"
"GO:0032508"	0.865647921512521	0.291930193797654	3	36	"DNA duplex unwinding"	"BP"
"GO:0051220"	0.865669077531087	0.33155197085217	2	26	"cytoplasmic sequestering of protein"	"BP"
"04962"	0.865990347615616	0.291055732589389	3	37	"Vasopressin-regulated water reabsorption"	"KEGG"
"GO:0019888"	0.866024446329228	0.267896036340338	4	47	"protein phosphatase regulator activity"	"MF"
"04144"	0.866163328886903	0.189936642810791	20	192	"Endocytosis"	"KEGG"
"GO:0097502"	0.866265790337165	0.329972406841099	2	27	"mannosylation"	"BP"
"GO:0003746"	0.866483244990855	0.421406419034972	1	15	"translation elongation factor activity"	"MF"
"GO:0008234"	0.867146542760303	0.200283917686449	14	140	"cysteine-type peptidase activity"	"MF"
"GO:0001227"	0.867200945515364	0.203012505007177	13	129	"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding"	"MF"
"GO:0019894"	0.867731775258415	0.32788060147483	2	26	"kinesin binding"	"MF"
"GO:0043162"	0.86778330887222	0.418784853798034	1	15	"ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway"	"BP"
"GO:0043687"	0.86781499307404	0.288036063057698	3	37	"post-translational protein modification"	"BP"
"GO:0072395"	0.868388468623058	0.417559904194606	1	15	"signal transduction involved in cell cycle checkpoint"	"BP"
"GO:0072401"	0.868388468623058	0.417559904194606	1	15	"signal transduction involved in DNA integrity checkpoint"	"BP"
"GO:0072422"	0.868388468623058	0.417559904194606	1	15	"signal transduction involved in DNA damage checkpoint"	"BP"
"GO:0005249"	0.868595528535167	0.326336598231511	2	26	"voltage-gated potassium channel activity"	"MF"
"GO:0019363"	0.868708668396815	0.416910561120678	1	15	"pyridine nucleotide biosynthetic process"	"BP"
"GO:0004683"	0.868822167402321	0.325930817445445	2	26	"calmodulin-dependent protein kinase activity"	"MF"
"GO:0030641"	0.869092879422993	0.263056720401493	4	47	"regulation of cellular pH"	"BP"
"GO:0071482"	0.869130286263639	0.247649366206811	5	57	"cellular response to light stimulus"	"BP"
"GO:0033033"	0.869191336756507	0.414699642365228	1	16	"negative regulation of myeloid cell apoptotic process"	"BP"
"GO:0090175"	0.869248994134677	0.325165875660192	2	26	"regulation of establishment of planar polarity"	"BP"
"GO:0060479"	0.869532704219496	0.324656886557216	2	26	"lung cell differentiation"	"BP"
"GO:0070936"	0.869845016266977	0.261669117140861	4	48	"protein K48-linked ubiquitination"	"BP"
"GO:0017004"	0.870204382455669	0.411555377796818	1	17	"cytochrome complex assembly"	"BP"
"GO:0000049"	0.870511877224209	0.283547977768568	3	37	"tRNA binding"	"MF"
"GO:0090231"	0.87059520994848	0.413067759723028	1	15	"regulation of spindle checkpoint"	"BP"
"GO:0008333"	0.870980280402016	0.282765407839165	3	37	"endosome to lysosome transport"	"BP"
"GO:0042517"	0.871021296759926	0.41219578099789	1	15	"positive regulation of tyrosine phosphorylation of Stat3 protein"	"BP"
"GO:0008157"	0.871094646844818	0.412045519528262	1	15	"protein phosphatase 1 binding"	"MF"
"GO:0009651"	0.871197316222998	0.411835120912867	1	15	"response to salt stress"	"BP"
"GO:0016772"	0.871203339077282	0.154504056853742	88	759	"transferase activity, transferring phosphorus-containing groups"	"MF"
"GO:0016740"	0.871328255764438	0.145566385909148	216	1804	"transferase activity"	"MF"
"GO:0030178"	0.871835432702113	0.2117732832244	9	95	"negative regulation of Wnt signaling pathway"	"BP"
"GO:0006887"	0.871973203990323	0.177557569650087	24	228	"exocytosis"	"BP"
"GO:0031491"	0.872067895083816	0.280656495974691	3	38	"nucleosome binding"	"MF"
"GO:0045185"	0.872092021450131	0.232076374703068	6	67	"maintenance of protein location"	"BP"
"GO:0051183"	0.872766112517911	0.40860927067459	1	15	"vitamin transporter activity"	"MF"
"GO:0000466"	0.872808738780555	0.407290116380476	1	16	"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"BP"
"GO:0010833"	0.872931384278274	0.408268227172654	1	15	"telomere maintenance via telomere lengthening"	"BP"
"GO:0002092"	0.872950570754587	0.408228620354791	1	15	"positive regulation of receptor internalization"	"BP"
"GO:0003785"	0.873149267870523	0.40658700743238	1	16	"actin monomer binding"	"MF"
"GO:0046827"	0.873158060190094	0.407800099570165	1	15	"positive regulation of protein export from nucleus"	"BP"
"GO:0046597"	0.873346724638451	0.406178860973902	1	16	"negative regulation of viral entry into host cell"	"BP"
"GO:2000757"	0.873487880554914	0.407118183981212	1	15	"negative regulation of peptidyl-lysine acetylation"	"BP"
"GO:0035269"	0.87351798679864	0.40582459313043	1	16	"protein O-linked mannosylation"	"BP"
"GO:0098781"	0.873525645395299	0.316932544897359	2	27	"ncRNA transcription"	"BP"
"GO:0030889"	0.873551680198368	0.406986169587762	1	15	"negative regulation of B cell proliferation"	"BP"
"GO:0046755"	0.873870402614675	0.405094816980918	1	16	"viral budding"	"BP"
"GO:1902590"	0.873870402614675	0.405094816980918	1	16	"multi-organism organelle organization"	"BP"
"GO:1902592"	0.873870402614675	0.405094816980918	1	16	"multi-organism membrane budding"	"BP"
"GO:2000272"	0.87387389118128	0.406318922178184	1	15	"negative regulation of receptor activity"	"BP"
"GO:0000289"	0.873990265880289	0.406077711977587	1	15	"nuclear-transcribed mRNA poly(A) tail shortening"	"BP"
"GO:0017049"	0.874018031629757	0.406020144802346	1	15	"GTP-Rho binding"	"MF"
"GO:0051640"	0.874512208505925	0.165653484367572	35	324	"organelle localization"	"BP"
"GO:0048026"	0.875138343162413	0.403691894329366	1	15	"positive regulation of mRNA splicing, via spliceosome"	"BP"
"GO:0090382"	0.875141970435704	0.403684338610083	1	15	"phagosome maturation"	"BP"
"GO:0001916"	0.875329408241794	0.402062314120058	1	16	"positive regulation of T cell mediated cytotoxicity"	"BP"
"GO:0015215"	0.875558115016106	0.402816745365992	1	15	"nucleotide transmembrane transporter activity"	"MF"
"GO:0006826"	0.875677140534375	0.31253899769931	2	28	"iron ion transport"	"BP"
"00601"	0.875759244194967	0.40239688901744	1	15	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"KEGG"
"GO:0043627"	0.87581555764676	0.226510691754479	6	67	"response to estrogen"	"BP"
"GO:0042623"	0.875934539968106	0.168029692327147	29	271	"ATPase activity, coupled"	"MF"
"GO:0018126"	0.875989065143807	0.401916710898328	1	15	"protein hydroxylation"	"BP"
"GO:0045910"	0.876098974312218	0.401686909814109	1	15	"negative regulation of DNA recombination"	"BP"
"GO:0035250"	0.876339012616734	0.251498549383701	4	47	"UDP-galactosyltransferase activity"	"MF"
"GO:0019206"	0.876556738533407	0.399497222650751	1	16	"nucleoside kinase activity"	"MF"
"GO:0006595"	0.876742363992549	0.399108137375841	1	16	"polyamine metabolic process"	"BP"
"GO:0003283"	0.876814347454799	0.400188626249765	1	15	"atrial septum development"	"BP"
"GO:0016675"	0.877343951885623	0.394194003877249	1	20	"oxidoreductase activity, acting on a heme group of donors"	"MF"
"GO:0035024"	0.877392420176498	0.398974648109333	1	15	"negative regulation of Rho protein signal transduction"	"BP"
"GO:0003279"	0.877614512393064	0.234601172027145	5	57	"cardiac septum development"	"BP"
"GO:0002861"	0.877684428437054	0.397128879694679	1	16	"regulation of inflammatory response to antigenic stimulus"	"BP"
"GO:0048002"	0.877685480382439	0.248777032403648	4	50	"antigen processing and presentation of peptide antigen"	"BP"
"GO:0004722"	0.877751415296919	0.249031174218248	4	48	"protein serine/threonine phosphatase activity"	"MF"
"GO:0045184"	0.878089889118786	0.140117745095303	168	1433	"establishment of protein localization"	"BP"
"GO:0060968"	0.878328412186195	0.308148478996699	2	27	"regulation of gene silencing"	"BP"
"GO:0000149"	0.878758535798866	0.201951011150137	9	96	"SNARE binding"	"MF"
"GO:0010256"	0.878883993114831	0.156412590745059	43	392	"endomembrane system organization"	"BP"
"GO:0030374"	0.879527839400727	0.268037258402139	3	38	"ligand-dependent nuclear receptor transcription coactivator activity"	"MF"
"GO:0014002"	0.879618321165144	0.393041419339108	1	16	"astrocyte development"	"BP"
"GO:0030742"	0.880095257984073	0.392028277200018	1	16	"GTP-dependent protein binding"	"MF"
"GO:0009058"	0.880249337058639	0.131559834487475	485	4005	"biosynthetic process"	"BP"
"GO:0051560"	0.880693181107643	0.390755256022362	1	16	"mitochondrial calcium ion homeostasis"	"BP"
"GO:0043516"	0.880697933776771	0.303296062986734	2	28	"regulation of DNA damage response, signal transduction by p53 class mediator"	"BP"
"GO:0051019"	0.880887262824341	0.303415254581439	2	27	"mitogen-activated protein kinase binding"	"MF"
"GO:0010737"	0.881226325653871	0.389617445842699	1	16	"protein kinase A signaling"	"BP"
"GO:0048679"	0.882126831306594	0.387689801037779	1	16	"regulation of axon regeneration"	"BP"
"GO:0006515"	0.882195722606751	0.387542027612333	1	16	"misfolded or incompletely synthesized protein catabolic process"	"BP"
"GO:0086003"	0.882323994259022	0.387266766834118	1	16	"cardiac muscle cell contraction"	"BP"
"GO:0006839"	0.883103288246382	0.172729209828072	17	175	"mitochondrial transport"	"BP"
"GO:0061631"	0.883307226544318	0.29800109957643	2	29	"ubiquitin conjugating enzyme activity"	"MF"
"GO:0071320"	0.883946817333592	0.297705939606019	2	27	"cellular response to cAMP"	"BP"
"GO:0042157"	0.883968362314988	0.194309668943422	9	100	"lipoprotein metabolic process"	"BP"
"GO:0045333"	0.884881060485426	0.188467304411484	10	114	"cellular respiration"	"BP"
"GO:0006605"	0.885000858721917	0.146530138399005	50	458	"protein targeting"	"BP"
"GO:0043267"	0.885083255106231	0.381309017679681	1	16	"negative regulation of potassium ion transport"	"BP"
"GO:0000981"	0.885310736693957	0.147220378915807	47	423	"RNA polymerase II transcription factor activity, sequence-specific DNA binding"	"MF"
"GO:1902017"	0.885381160775183	0.380661560932638	1	16	"regulation of cilium assembly"	"BP"
"GO:0006914"	0.885689023408122	0.152585976144087	34	321	"autophagy"	"BP"
"GO:0072604"	0.885790716864769	0.37977008929264	1	16	"interleukin-6 secretion"	"BP"
"GO:0031503"	0.88599530588002	0.221218123115906	5	59	"protein complex localization"	"BP"
"GO:0001776"	0.88615264238131	0.202726245228632	7	79	"leukocyte homeostasis"	"BP"
"GO:0033145"	0.886482907811853	0.378259822397111	1	16	"positive regulation of intracellular steroid hormone receptor signaling pathway"	"BP"
"GO:0045076"	0.886578988875194	0.378049828639919	1	16	"regulation of interleukin-2 biosynthetic process"	"BP"
"GO:1901984"	0.886850906114082	0.37745505479093	1	16	"negative regulation of protein acetylation"	"BP"
"GO:0002931"	0.887053246319062	0.377012013395778	1	16	"response to ischemia"	"BP"
"GO:0006900"	0.887298606933861	0.23311351444349	4	50	"membrane budding"	"BP"
"GO:0030183"	0.887344754594095	0.201027110348676	7	78	"B cell differentiation"	"BP"
"GO:0043029"	0.887484379862077	0.254042591982894	3	39	"T cell homeostasis"	"BP"
"GO:0070530"	0.887493807343619	0.376046017805801	1	16	"K63-linked polyubiquitin binding"	"MF"
"GO:0045862"	0.888197031303302	0.15701726360849	24	235	"positive regulation of proteolysis"	"BP"
"GO:0060135"	0.888305493865214	0.289011644358315	2	28	"maternal process involved in female pregnancy"	"BP"
"GO:0032006"	0.888399786929057	0.217414226574932	5	59	"regulation of TOR signaling"	"BP"
"GO:0022011"	0.888670057177192	0.37345780458541	1	16	"myelination in peripheral nervous system"	"BP"
"GO:0032292"	0.888670057177192	0.37345780458541	1	16	"peripheral nervous system axon ensheathment"	"BP"
"GO:0010765"	0.888694405259195	0.288272022561019	2	28	"positive regulation of sodium ion transport"	"BP"
"GO:0032392"	0.888779377402756	0.252042625240109	3	38	"DNA geometric change"	"BP"
"GO:0008353"	0.888936126334877	0.372870498200861	1	16	"RNA polymerase II carboxy-terminal domain kinase activity"	"MF"
"GO:0032232"	0.889510052811552	0.371601306309185	1	16	"negative regulation of actin filament bundle assembly"	"BP"
"GO:0051881"	0.889546448046203	0.22923647496491	4	51	"regulation of mitochondrial membrane potential"	"BP"
"GO:0006312"	0.88956737004075	0.371474377915576	1	16	"mitotic recombination"	"BP"
"GO:0006998"	0.889709700798572	0.286336747867868	2	28	"nuclear envelope organization"	"BP"
"GO:0043933"	0.889731902046262	0.125635036814736	210	1787	"macromolecular complex subunit organization"	"BP"
"GO:0001913"	0.889743571947553	0.285843075194569	2	29	"T cell mediated cytotoxicity"	"BP"
"GO:0044003"	0.890124821300747	0.285543631347548	2	28	"modification by symbiont of host morphology or physiology"	"BP"
"GO:1901682"	0.890226461616591	0.370012520385637	1	16	"sulfur compound transmembrane transporter activity"	"MF"
"GO:0006625"	0.890243453372036	0.369974776625198	1	16	"protein targeting to peroxisome"	"BP"
"GO:0043574"	0.890243453372036	0.369974776625198	1	16	"peroxisomal transport"	"BP"
"GO:0072662"	0.890243453372036	0.369974776625198	1	16	"protein localization to peroxisome"	"BP"
"GO:0072663"	0.890243453372036	0.369974776625198	1	16	"establishment of protein localization to peroxisome"	"BP"
"GO:0034198"	0.890344829333759	0.369749531460114	1	16	"cellular response to amino acid starvation"	"BP"
"GO:0052745"	0.890478259800436	0.248801260454211	3	39	"inositol phosphate phosphatase activity"	"MF"
"GO:0017136"	0.890582955816778	0.369220045880011	1	16	"NAD-dependent histone deacetylase activity"	"MF"
"GO:0007608"	0.890865151840164	0.368591846624151	1	16	"sensory perception of smell"	"BP"
"GO:0048596"	0.891140747249048	0.367977582217667	1	16	"embryonic camera-type eye morphogenesis"	"BP"
"GO:0031061"	0.891167290859951	0.36791838048195	1	16	"negative regulation of histone methylation"	"BP"
"GO:0042162"	0.891445019333893	0.367298528025764	1	16	"telomeric DNA binding"	"MF"
"GO:0051532"	0.892174993701456	0.365665666513535	1	16	"regulation of NFAT protein import into nucleus"	"BP"
"GO:0010837"	0.892178483856538	0.365657846700497	1	16	"regulation of keratinocyte proliferation"	"BP"
"GO:0033108"	0.892179626157372	0.280063529397846	2	32	"mitochondrial respiratory chain complex assembly"	"BP"
"GO:0010485"	0.892688035436919	0.364514869719216	1	16	"H4 histone acetyltransferase activity"	"MF"
"GO:0030552"	0.893271222304916	0.363203517662108	1	16	"cAMP binding"	"MF"
"GO:0002532"	0.893413718976885	0.278795891314412	2	29	"production of molecular mediator involved in inflammatory response"	"BP"
